GENUS,SUBGENUS ,SECTION,SERIES,SUBSERIES,SPECIES,SUBSPECIES,BINOMIAL
Eucalyptus,Symphyomyrtus,Bisectae,Angustissimae,,quaerenda,,Eucalyptus_quaerenda
Eucalyptus,Symphyomyrtus,Bisectae,Angustissimae,,angustissima,,Eucalyptus_angustissima
Eucalyptus,Symphyomyrtus,Bisectae,Salmonophloiae ,,salmonophloia,,Eucalyptus_salmonophloia
Eucalyptus,Symphyomyrtus,Bisectae,Falcatae,Rugatae,recta,,Eucalyptus_recta
Eucalyptus,Symphyomyrtus,Bisectae,Falcatae,Rugatae,rugulata,,Eucalyptus_rugulata
Eucalyptus,Symphyomyrtus,Bisectae,Falcatae,Rugatae,ornata,,Eucalyptus_ornata
Eucalyptus,Symphyomyrtus,Bisectae,Falcatae,Rugatae,falcata,,Eucalyptus_falcata
Eucalyptus,Symphyomyrtus,Bisectae,Falcatae,Rugatae,purpurata,,Eucalyptus_purpurata
Eucalyptus,Symphyomyrtus,Bisectae,Falcatae,Rugatae,cooperiana,,Eucalyptus_cooperiana
Eucalyptus,Symphyomyrtus,Bisectae,Falcatae,Rugatae,petrensis,,Eucalyptus_petrensis
Eucalyptus,Symphyomyrtus,Bisectae,Falcatae,Rugatae,opimiflora,,Eucalyptus_opimiflora
Eucalyptus,Symphyomyrtus,Bisectae,Falcatae,Rugatae,dorrienii,,Eucalyptus_dorrienii
Eucalyptus,Symphyomyrtus,Bisectae,Falcatae,Rugatae,ecostata,,Eucalyptus_ecostata
Eucalyptus,Symphyomyrtus,Bisectae,Falcatae,Rugatae,semiglobosa,,Eucalyptus_semiglobosa
Eucalyptus,Symphyomyrtus,Bisectae,Falcatae,Rugatae,notactites,,Eucalyptus_notactites
Eucalyptus,Symphyomyrtus,Bisectae,Falcatae,Rugatae,goniantha ,goniantha,Eucalyptus_goniantha
Eucalyptus,Symphyomyrtus,Bisectae,Falcatae,Rugatae,goniantha ,kynoura,Eucalyptus_goniantha
Eucalyptus,Symphyomyrtus,Bisectae,Falcatae,Rugatae,kessellii,eugnosta,Eucalyptus_kessellii
Eucalyptus,Symphyomyrtus,Bisectae,Falcatae,Rugatae,kessellii,kesselli,Eucalyptus_kessellii
Eucalyptus,Symphyomyrtus,Bisectae,Falcatae,Rugatae,annettae,,Eucalyptus_annettae
Eucalyptus,Symphyomyrtus,Bisectae,Falcatae,Rugatae,× balanopelex (= E. kessellii subsp. eugnosta × E. semiglobosa),,Eucalyptus_balanopelex
Eucalyptus,Symphyomyrtus,Bisectae,Falcatae,Decipientes ,obesa,,Eucalyptus_obesa
Eucalyptus,Symphyomyrtus,Bisectae,Falcatae,Decipientes ,adesmophloia,,Eucalyptus_adesmophloia
Eucalyptus,Symphyomyrtus,Bisectae,Falcatae,Decipientes ,decipens,,Eucalyptus_decipens
Eucalyptus,Symphyomyrtus,Bisectae,Falcatae,Decipientes ,communalis (= E. adesmophloia - E. obesa intergrade),,Eucalyptus_communalis
Eucalyptus,Symphyomyrtus,Bisectae,Falcatae,Decipientes ,decipiens subsp. chalara (= E. adesmophloia - E. decipiens intergrade),,Eucalyptus_decipiens
Eucalyptus,Symphyomyrtus,Bisectae,Brockwayanae ,,brockwayi,,Eucalyptus_brockwayi
Eucalyptus,Symphyomyrtus,Bisectae,Subulatae ,Spirales ,delicata,,Eucalyptus_delicata
Eucalyptus,Symphyomyrtus,Bisectae,Subulatae ,Spirales ,longicornis,,Eucalyptus_longicornis
Eucalyptus,Symphyomyrtus,Bisectae,Subulatae ,Spirales ,oleosa,corvina,Eucalyptus_oleosa
Eucalyptus,Symphyomyrtus,Bisectae,Subulatae ,Spirales ,oleosa,cylindroidea,Eucalyptus_oleosa
Eucalyptus,Symphyomyrtus,Bisectae,Subulatae ,Spirales ,oleosa,oleosa,Eucalyptus_oleosa
Eucalyptus,Symphyomyrtus,Bisectae,Subulatae ,Spirales ,oleosa,ampliata,Eucalyptus_oleosa
Eucalyptus,Symphyomyrtus,Bisectae,Subulatae ,Spirales ,grasbyi,,Eucalyptus_grasbyi
Eucalyptus,Symphyomyrtus,Bisectae,Subulatae ,Oleaginae,longissima,,Eucalyptus_longissima
Eucalyptus,Symphyomyrtus,Bisectae,Subulatae ,Oleaginae,eremicola ,eremicola,Eucalyptus_eremicola
Eucalyptus,Symphyomyrtus,Bisectae,Subulatae ,Oleaginae,eremicola ,peeneri,Eucalyptus_eremicola
Eucalyptus,Symphyomyrtus,Bisectae,Subulatae ,Oleaginae,ultima,,Eucalyptus_ultima
Eucalyptus,Symphyomyrtus,Bisectae,Subulatae ,Oleaginae,kochii ,yellowdinensis,Eucalyptus_kochii
Eucalyptus,Symphyomyrtus,Bisectae,Subulatae ,Oleaginae,kochii ,amaryssia,Eucalyptus_kochii
Eucalyptus,Symphyomyrtus,Bisectae,Subulatae ,Oleaginae,kochii ,borealis,Eucalyptus_kochii
Eucalyptus,Symphyomyrtus,Bisectae,Subulatae ,Oleaginae,kochii ,plenissima,Eucalyptus_kochii
Eucalyptus,Symphyomyrtus,Bisectae,Subulatae ,Oleaginae,kochii ,kochii,Eucalyptus_kochii
Eucalyptus,Symphyomyrtus,Bisectae,Subulatae ,Decussatae ,aspersa,,Eucalyptus_aspersa
Eucalyptus,Symphyomyrtus,Bisectae,Subulatae ,Decussatae ,yalatensis,,Eucalyptus_yalatensis
Eucalyptus,Symphyomyrtus,Bisectae,Subulatae ,Decussatae ,socialis,viridans,Eucalyptus_socialis
Eucalyptus,Symphyomyrtus,Bisectae,Subulatae ,Decussatae ,socialis,socialis,Eucalyptus_socialis
Eucalyptus,Symphyomyrtus,Bisectae,Subulatae ,Decussatae ,socialis,eucentrica,Eucalyptus_socialis
Eucalyptus,Symphyomyrtus,Bisectae,Subulatae ,Decussatae ,socialis,victoriensis,Eucalyptus_socialis
Eucalyptus,Symphyomyrtus,Bisectae,Subulatae ,Decussatae ,gillii,,Eucalyptus_gillii
Eucalyptus,Symphyomyrtus,Bisectae,Subulatae ,Decussatae ,wyolensis,,Eucalyptus_wyolensis
Eucalyptus,Symphyomyrtus,Bisectae,Subulatae ,Decussatae ,vokesensis,,Eucalyptus_vokesensis
Eucalyptus,Symphyomyrtus,Bisectae,Subulatae ,Decussatae ,yumbarrana,,Eucalyptus_yumbarrana
Eucalyptus,Symphyomyrtus,Bisectae,Subulatae ,Decussatae ,dolichocera,,Eucalyptus_dolichocera
Eucalyptus,Symphyomyrtus,Bisectae,Subulatae ,Decurrentes,sp. Dunbar Road (Nicolle 5466 & French),,Eucalyptus_sp.DunbarRoad(Nicolle5466&French)
Eucalyptus,Symphyomyrtus,Bisectae,Subulatae ,Decurrentes,urna,,Eucalyptus_urna
Eucalyptus,Symphyomyrtus,Bisectae,Subulatae ,Decurrentes,peninsularis,,Eucalyptus_peninsularis
Eucalyptus,Symphyomyrtus,Bisectae,Subulatae ,Decurrentes,flocktoniae,flocktoniae,Eucalyptus_flocktoniae
Eucalyptus,Symphyomyrtus,Bisectae,Subulatae ,Decurrentes,flocktoniae,hebes,Eucalyptus_flocktoniae
Eucalyptus,Symphyomyrtus,Bisectae,Subulatae ,Decurrentes,neutra,,Eucalyptus_neutra
Eucalyptus,Symphyomyrtus,Bisectae,Subulatae ,Decurrentes,luculenta,,Eucalyptus_luculenta
Eucalyptus,Symphyomyrtus,Bisectae,Subulatae ,Decurrentes,moderata,,Eucalyptus_moderata
Eucalyptus,Symphyomyrtus,Bisectae,Subulatae ,Decurrentes,hypolaena,,Eucalyptus_hypolaena
Eucalyptus,Symphyomyrtus,Bisectae,Subulatae ,Decurrentes,sp. Cable Haul Road (Nicolle 6956 & French),,Eucalyptus_sp.CableHaulRoad(Nicolle6956&French)
Eucalyptus,Symphyomyrtus,Bisectae,Subulatae ,Decurrentes,optima,,Eucalyptus_optima
Eucalyptus,Symphyomyrtus,Bisectae,Subulatae ,Decurrentes,transcontinentalis,,Eucalyptus_transcontinentalis
Eucalyptus,Symphyomyrtus,Bisectae,Subulatae ,Decurrentes,rhomboidea,,Eucalyptus_rhomboidea
Eucalyptus,Symphyomyrtus,Bisectae,Balladonienses ,,balladoniensis,sedens,Eucalyptus_balladoniensis
Eucalyptus,Symphyomyrtus,Bisectae,Balladonienses ,,balladoniensis,balladoniensis,Eucalyptus_balladoniensis
Eucalyptus,Symphyomyrtus,Bisectae,Balladonienses ,,indurata,,Eucalyptus_indurata
Eucalyptus,Symphyomyrtus,Bisectae,Curviptera ,Inflexae ,virginea,,Eucalyptus_virginea
Eucalyptus,Symphyomyrtus,Bisectae,Curviptera ,Inflexae ,lane-poolei,,Eucalyptus_lane-poolei
Eucalyptus,Symphyomyrtus,Bisectae,Curviptera ,Inflexae ,relicta,,Eucalyptus_relicta
Eucalyptus,Symphyomyrtus,Bisectae,Curviptera ,Xylocarpae,drummondii,,Eucalyptus_drummondii
Eucalyptus,Symphyomyrtus,Bisectae,Curviptera ,Xylocarpae,glomerosa,,Eucalyptus_glomerosa
Eucalyptus,Symphyomyrtus,Bisectae,Curviptera ,Xylocarpae,oxymitra,,Eucalyptus_oxymitra
Eucalyptus,Symphyomyrtus,Bisectae,Curviptera ,Xylocarpae,sp. Little Sandy Desert (Nicolle 4304 & French),,Eucalyptus_sp.LittleSandyDesert(Nicolle4304&French)
Eucalyptus,Symphyomyrtus,Bisectae,Curviptera ,Xylocarpae,oldfieldii,,Eucalyptus_oldfieldii
Eucalyptus,Symphyomyrtus,Bisectae,Curviptera ,Xylocarpae,burracoppinensis,,Eucalyptus_burracoppinensis
Eucalyptus,Symphyomyrtus,Bisectae,Curviptera ,Xylocarpae,rameliana,,Eucalyptus_rameliana
Eucalyptus,Symphyomyrtus,Bisectae,Curviptera ,Xylocarpae,rhodantha,,Eucalyptus_rhodantha
Eucalyptus,Symphyomyrtus,Bisectae,Curviptera ,Xylocarpae,macrocarpa,elachantha,Eucalyptus_macrocarpa
Eucalyptus,Symphyomyrtus,Bisectae,Curviptera ,Xylocarpae,macrocarpa,macrocarpa,Eucalyptus_macrocarpa
Eucalyptus,Symphyomyrtus,Bisectae,Curviptera ,Xylocarpae,pyriformis,,Eucalyptus_pyriformis
Eucalyptus,Symphyomyrtus,Bisectae,Curviptera ,Xylocarpae,youngiana,,Eucalyptus_youngiana
Eucalyptus,Symphyomyrtus,Bisectae,Curviptera ,Xylocarpae,alatissima,,Eucalyptus_alatissima
Eucalyptus,Symphyomyrtus,Bisectae,Curviptera ,Xylocarpae,kingsmillii,,Eucalyptus_kingsmillii
Eucalyptus,Symphyomyrtus,Bisectae,Curviptera ,Xylocarpae,pachyphylla,,Eucalyptus_pachyphylla
Eucalyptus,Symphyomyrtus,Bisectae,Curviptera ,Xylocarpae,sessilis,,Eucalyptus_sessilis
Eucalyptus,Symphyomyrtus,Bisectae,Curviptera ,Xylocarpae,× carnabyi (= E. drummondii × E. macrocarpa subsp. macrocarpa),,Eucalyptus_carnabyi
Eucalyptus,Symphyomyrtus,Bisectae,Curviptera ,Xylocarpae,× impensa (= E. macrocarpa subsp. macrocarpa × E. pyriformis),,Eucalyptus_impensa
Eucalyptus,Symphyomyrtus,Bisectae,Curviptera ,Xylocarpae,rhodantha × var. petiolaris (= E. pyriformis × E. rhodantha),,Eucalyptus_rhodantha
Eucalyptus,Symphyomyrtus,Bisectae,Curviptera ,Leptopodae,beardiana,,Eucalyptus_beardiana
Eucalyptus,Symphyomyrtus,Bisectae,Curviptera ,Leptopodae,synandra,,Eucalyptus_synandra
Eucalyptus,Symphyomyrtus,Bisectae,Curviptera ,Leptopodae,rosacea,,Eucalyptus_rosacea
Eucalyptus,Symphyomyrtus,Bisectae,Curviptera ,Leptopodae,leptopoda,subluta,Eucalyptus_leptopoda
Eucalyptus,Symphyomyrtus,Bisectae,Curviptera ,Leptopodae,leptopoda,leptopoda,Eucalyptus_leptopoda
Eucalyptus,Symphyomyrtus,Bisectae,Curviptera ,Leptopodae,leptopoda,elevata,Eucalyptus_leptopoda
Eucalyptus,Symphyomyrtus,Bisectae,Curviptera ,Leptopodae,‘arctata’ ms,,Eucalyptus_‘arctata’ms
Eucalyptus,Symphyomyrtus,Bisectae,Curviptera ,Orbifoliae,ewartiana,,Eucalyptus_ewartiana
Eucalyptus,Symphyomyrtus,Bisectae,Curviptera ,Orbifoliae,websteriana,,Eucalyptus_websteriana
Eucalyptus,Symphyomyrtus,Bisectae,Curviptera ,Orbifoliae,minniritchi,,Eucalyptus_minniritchi
Eucalyptus,Symphyomyrtus,Bisectae,Curviptera ,Orbifoliae,educta,,Eucalyptus_educta
Eucalyptus,Symphyomyrtus,Bisectae,Curviptera ,Orbifoliae,orbifolia,,Eucalyptus_orbifolia
Eucalyptus,Symphyomyrtus,Bisectae,Curviptera ,Orbifoliae,crucis,crucis,Eucalyptus_crucis
Eucalyptus,Symphyomyrtus,Bisectae,Curviptera ,Orbifoliae,crucis,praecipua,Eucalyptus_crucis
Eucalyptus,Symphyomyrtus,Bisectae,Curviptera ,Orbifoliae,crucis,lanceolata,Eucalyptus_crucis
Eucalyptus,Symphyomyrtus,Bisectae,Caesiae,,caesia ,Boyagin Rock (Nicolle 5542 & French),Eucalyptus_caesia
Eucalyptus,Symphyomyrtus,Bisectae,Caesiae,,caesia ,caesia,Eucalyptus_caesia
Eucalyptus,Symphyomyrtus,Bisectae,Caesiae,,caesia ,magna,Eucalyptus_caesia
Eucalyptus,Symphyomyrtus,Bisectae,Caesiae,,caesia ,Southern rocks (Nicolle 3813 & French),Eucalyptus_caesia
Eucalyptus,Symphyomyrtus,Bisectae,Porantherae,,formanii,formanii,Eucalyptus_formanii
Eucalyptus,Symphyomyrtus,Bisectae,Porantherae,,formanii,circulata,Eucalyptus_formanii
Eucalyptus,Symphyomyrtus,Bisectae,Porantherae,,plumula,,Eucalyptus_plumula
Eucalyptus,Symphyomyrtus,Bisectae,Porantherae,,kumarlensis,,Eucalyptus_kumarlensis
Eucalyptus,Symphyomyrtus,Bisectae,Porantherae,,perangusta,,Eucalyptus_perangusta
Eucalyptus,Symphyomyrtus,Bisectae,Porantherae,,olivina,,Eucalyptus_olivina
Eucalyptus,Symphyomyrtus,Bisectae,Porantherae,,austrina,,Eucalyptus_austrina
Eucalyptus,Symphyomyrtus,Bisectae,Porantherae,,lunata,,Eucalyptus_lunata
Eucalyptus,Symphyomyrtus,Bisectae,Porantherae,,latens,,Eucalyptus_latens
Eucalyptus,Symphyomyrtus,Bisectae,Porantherae,,foecunda,foecunda,Eucalyptus_foecunda
Eucalyptus,Symphyomyrtus,Bisectae,Porantherae,,foecunda,aeolica,Eucalyptus_foecunda
Eucalyptus,Symphyomyrtus,Bisectae,Porantherae,,leptophylla,,Eucalyptus_leptophylla
Eucalyptus,Symphyomyrtus,Bisectae,Porantherae,,omissa,,Eucalyptus_omissa
Eucalyptus,Symphyomyrtus,Bisectae,Porantherae,,salicola,,Eucalyptus_salicola
Eucalyptus,Symphyomyrtus,Bisectae,Porantherae,,ecdysiastes,,Eucalyptus_ecdysiastes
Eucalyptus,Symphyomyrtus,Bisectae,Porantherae,,horistes,,Eucalyptus_horistes
Eucalyptus,Symphyomyrtus,Bisectae,Porantherae,,efflorescens,,Eucalyptus_efflorescens
Eucalyptus,Symphyomyrtus,Bisectae,Porantherae,,fruticosa,,Eucalyptus_fruticosa
Eucalyptus,Symphyomyrtus,Bisectae,Porantherae,,rigidula,rigidula,Eucalyptus_rigidula
Eucalyptus,Symphyomyrtus,Bisectae,Porantherae,,rigidula,interior,Eucalyptus_rigidula
Eucalyptus,Symphyomyrtus,Bisectae,Porantherae,,rigidula,clancularia,Eucalyptus_rigidula
Eucalyptus,Symphyomyrtus,Bisectae,Porantherae,,dissimulata,dissimulata,Eucalyptus_dissimulata
Eucalyptus,Symphyomyrtus,Bisectae,Porantherae,,dissimulata,plauta,Eucalyptus_dissimulata
Eucalyptus,Symphyomyrtus,Bisectae,Porantherae,,discreta,,Eucalyptus_discreta
Eucalyptus,Symphyomyrtus,Bisectae,Porantherae,,sinuensis,,Eucalyptus_sinuensis
Eucalyptus,Symphyomyrtus,Bisectae,Porantherae,,uncinata,uncinata,Eucalyptus_uncinata
Eucalyptus,Symphyomyrtus,Bisectae,Porantherae,,uncinata,crassifolia,Eucalyptus_uncinata
Eucalyptus,Symphyomyrtus,Bisectae,Porantherae,,connexa,,Eucalyptus_connexa
Eucalyptus,Symphyomyrtus,Bisectae,Porantherae,,albida,,Eucalyptus_albida
Eucalyptus,Symphyomyrtus,Bisectae,Heterostemones ,,yilgarnensis,,Eucalyptus_yilgarnensis
Eucalyptus,Symphyomyrtus,Bisectae,Heterostemones ,,gracilis,,Eucalyptus_gracilis
Eucalyptus,Symphyomyrtus,Bisectae,Heterostemones ,,sp. South Newdegate lakes (Nicolle & French 6021),,Eucalyptus_sp.SouthNewdegatelakes(Nicolle&French6021)
Eucalyptus,Symphyomyrtus,Bisectae,Heterostemones ,,quadrans,,Eucalyptus_quadrans
Eucalyptus,Symphyomyrtus,Bisectae,Heterostemones ,,brevipes,,Eucalyptus_brevipes
Eucalyptus,Symphyomyrtus,Bisectae,Heterostemones ,,celastroides,,Eucalyptus_celastroides
Eucalyptus,Symphyomyrtus,Bisectae,Heterostemones ,,virella,,Eucalyptus_virella
Eucalyptus,Symphyomyrtus,Bisectae,Heterostemones ,,calycogona,trachybasis,Eucalyptus_calycogona
Eucalyptus,Symphyomyrtus,Bisectae,Heterostemones ,,calycogona,calycogona,Eucalyptus_calycogona
Eucalyptus,Symphyomyrtus,Bisectae,Heterostemones ,,calycogona,miraculum,Eucalyptus_calycogona
Eucalyptus,Symphyomyrtus,Bisectae,Heterostemones ,,calycogona,spaffordii,Eucalyptus_calycogona
Eucalyptus,Symphyomyrtus,Bisectae,Heterostemones ,,prolixa,,Eucalyptus_prolixa
Eucalyptus,Symphyomyrtus,Bisectae,Halophilae ,,halophila,,Eucalyptus_halophila
Eucalyptus,Symphyomyrtus,Bisectae,Inter-series hybrid,,× balanites (= E. decipiens × E. lane-poolei),,Eucalyptus_balanites
Eucalyptus,Symphyomyrtus,Bisectae,Inter-series hybrid,,× intrasilvatica (= E. aspersa × E. dorrienii),,Eucalyptus_intrasilvatica
Eucalyptus,Symphyomyrtus,Bisectae,Inter-series hybrid,,× phylacis (= E. decipiens × E. virginea),,Eucalyptus_phylacis
Eucalyptus,Symphyomyrtus,Dumaria ,Dissonae ,,pimpiniana,,Eucalyptus_pimpiniana
Eucalyptus,Symphyomyrtus,Dumaria ,Tetrapterae,,dolichorhyncha,,Eucalyptus_dolichorhyncha
Eucalyptus,Symphyomyrtus,Dumaria ,Tetrapterae,,forrestiana,,Eucalyptus_forrestiana
Eucalyptus,Symphyomyrtus,Dumaria ,Tetrapterae,,stoatei,,Eucalyptus_stoatei
Eucalyptus,Symphyomyrtus,Dumaria ,Tetrapterae,,brandiana,,Eucalyptus_brandiana
Eucalyptus,Symphyomyrtus,Dumaria ,Tetrapterae,,tetraptera,tetraptera,Eucalyptus_tetraptera
Eucalyptus,Symphyomyrtus,Dumaria ,Tetrapterae,,tetraptera,Esperance plains (Nicolle 5482 & French),Eucalyptus_tetraptera
Eucalyptus,Symphyomyrtus,Dumaria ,Tetrapterae,,sweedmaniana,,Eucalyptus_sweedmaniana
Eucalyptus,Symphyomyrtus,Dumaria ,Tetrapterae,,ceratocorys,,Eucalyptus_ceratocorys
Eucalyptus,Symphyomyrtus,Dumaria ,Tetrapterae,,sp. Queen Victoria Spring (Nicolle 524),,Eucalyptus_sp.QueenVictoriaSpring(Nicolle524)
Eucalyptus,Symphyomyrtus,Dumaria ,Tetrapterae,,capitanea,,Eucalyptus_capitanea
Eucalyptus,Symphyomyrtus,Dumaria ,Tetrapterae,,angulosa,,Eucalyptus_angulosa
Eucalyptus,Symphyomyrtus,Dumaria ,Tetrapterae,,incrassata,,Eucalyptus_incrassata
Eucalyptus,Symphyomyrtus,Dumaria ,Tetrapterae,,sp. Lake Magenta (Nicolle 5509 & French),,Eucalyptus_sp.LakeMagenta(Nicolle5509&French)
Eucalyptus,Symphyomyrtus,Dumaria ,Tetrapterae,,captiosa,,Eucalyptus_captiosa
Eucalyptus,Symphyomyrtus,Dumaria ,Tetrapterae,,singularis,,Eucalyptus_singularis
Eucalyptus,Symphyomyrtus,Dumaria ,Tetrapterae,,rigens,,Eucalyptus_rigens
Eucalyptus,Symphyomyrtus,Dumaria ,Tetrapterae,,litorea,,Eucalyptus_litorea
Eucalyptus,Symphyomyrtus,Dumaria ,Tetrapterae,,× stoataptera (= E. stoatei × E. tetraptera),,Eucalyptus_stoataptera
Eucalyptus,Symphyomyrtus,Dumaria ,Tetrapterae,,× erythrandra (= E. incrassata × E. tetraptera),,Eucalyptus_erythrandra
Eucalyptus,Symphyomyrtus,Dumaria ,Torquatae,,laevis,,Eucalyptus_laevis
Eucalyptus,Symphyomyrtus,Dumaria ,Torquatae,,melanoxylon,,Eucalyptus_melanoxylon
Eucalyptus,Symphyomyrtus,Dumaria ,Torquatae,,brachycalyx,,Eucalyptus_brachycalyx
Eucalyptus,Symphyomyrtus,Dumaria ,Torquatae,,rugosa,,Eucalyptus_rugosa
Eucalyptus,Symphyomyrtus,Dumaria ,Torquatae,,concinna,,Eucalyptus_concinna
Eucalyptus,Symphyomyrtus,Dumaria ,Torquatae,,griffithsii,,Eucalyptus_griffithsii
Eucalyptus,Symphyomyrtus,Dumaria ,Torquatae,,planipes,,Eucalyptus_planipes
Eucalyptus,Symphyomyrtus,Dumaria ,Torquatae,,corrugata,,Eucalyptus_corrugata
Eucalyptus,Symphyomyrtus,Dumaria ,Torquatae,,torquata,,Eucalyptus_torquata
Eucalyptus,Symphyomyrtus,Dumaria ,Merrickianae,,deflexa,,Eucalyptus_deflexa
Eucalyptus,Symphyomyrtus,Dumaria ,Merrickianae,,merrickiae,,Eucalyptus_merrickiae
Eucalyptus,Symphyomyrtus,Dumaria ,Merrickianae,,scyphocalyx,,Eucalyptus_scyphocalyx
Eucalyptus,Symphyomyrtus,Dumaria ,Furfuraceae ,,leptocalyx,leptocalyx,Eucalyptus_leptocalyx
Eucalyptus,Symphyomyrtus,Dumaria ,Furfuraceae ,,leptocalyx,petilipes,Eucalyptus_leptocalyx
Eucalyptus,Symphyomyrtus,Dumaria ,Furfuraceae ,,sp. Southern wheatbelt (Nicolle & French 5507),,Eucalyptus_sp.Southernwheatbelt(Nicolle&French5507)
Eucalyptus,Symphyomyrtus,Dumaria ,Furfuraceae ,,platycorys,,Eucalyptus_platycorys
Eucalyptus,Symphyomyrtus,Dumaria ,Rufispermae ,,polita,polita,Eucalyptus_polita
Eucalyptus,Symphyomyrtus,Dumaria ,Rufispermae ,,polita,Blackbutt (Nicolle & French 3432),Eucalyptus_polita
Eucalyptus,Symphyomyrtus,Dumaria ,Rufispermae ,,kondininensis,,Eucalyptus_kondininensis
Eucalyptus,Symphyomyrtus,Dumaria ,Rufispermae ,,tenuis,,Eucalyptus_tenuis
Eucalyptus,Symphyomyrtus,Dumaria ,Rufispermae ,,pileata,,Eucalyptus_pileata
Eucalyptus,Symphyomyrtus,Dumaria ,Rufispermae ,,distuberosa,distuberosa,Eucalyptus_distuberosa
Eucalyptus,Symphyomyrtus,Dumaria ,Rufispermae ,,spreta,,Eucalyptus_spreta
Eucalyptus,Symphyomyrtus,Dumaria ,Rufispermae ,,distuberosa,aerata,Eucalyptus_distuberosa
Eucalyptus,Symphyomyrtus,Dumaria ,Rufispermae ,,phenax ,phenax,Eucalyptus_phenax
Eucalyptus,Symphyomyrtus,Dumaria ,Rufispermae ,,phenax ,compressa,Eucalyptus_phenax
Eucalyptus,Symphyomyrtus,Dumaria ,Rufispermae ,,conglobata ,conglobata,Eucalyptus_conglobata
Eucalyptus,Symphyomyrtus,Dumaria ,Rufispermae ,,conglobata ,perata,Eucalyptus_conglobata
Eucalyptus,Symphyomyrtus,Dumaria ,Rufispermae ,,sp. Esperance (French 1579),,Eucalyptus_sp.Esperance(French1579)
Eucalyptus,Symphyomyrtus,Dumaria ,Rufispermae ,,valens,,Eucalyptus_valens
Eucalyptus,Symphyomyrtus,Dumaria ,Rufispermae ,,fraseri ,fraseri,Eucalyptus_fraseri
Eucalyptus,Symphyomyrtus,Dumaria ,Rufispermae ,,fraseri ,melanobasis,Eucalyptus_fraseri
Eucalyptus,Symphyomyrtus,Dumaria ,Rufispermae ,,calcareana,,Eucalyptus_calcareana
Eucalyptus,Symphyomyrtus,Dumaria ,Rufispermae ,,dumosa,,Eucalyptus_dumosa
Eucalyptus,Symphyomyrtus,Dumaria ,Rufispermae ,,percostata,,Eucalyptus_percostata
Eucalyptus,Symphyomyrtus,Dumaria ,Rufispermae ,,cretata,,Eucalyptus_cretata
Eucalyptus,Symphyomyrtus,Dumaria ,Rufispermae ,,pterocarpa,,Eucalyptus_pterocarpa
Eucalyptus,Symphyomyrtus,Dumaria ,Rufispermae ,,frenchiana,,Eucalyptus_frenchiana
Eucalyptus,Symphyomyrtus,Dumaria ,Rufispermae ,,lesouefii,,Eucalyptus_lesouefii
Eucalyptus,Symphyomyrtus,Dumaria ,Rufispermae ,,clelandiorum,,Eucalyptus_clelandiorum
Eucalyptus,Symphyomyrtus,Dumaria ,Rufispermae ,,striaticalyx,,Eucalyptus_striaticalyx
Eucalyptus,Symphyomyrtus,Dumaria ,Rufispermae ,,gypsophila,,Eucalyptus_gypsophila
Eucalyptus,Symphyomyrtus,Dumaria ,Rufispermae ,,repullulans,,Eucalyptus_repullulans
Eucalyptus,Symphyomyrtus,Dumaria ,Rufispermae ,,canescens ,canescens,Eucalyptus_canescens
Eucalyptus,Symphyomyrtus,Dumaria ,Rufispermae ,,canescens ,beadellii,Eucalyptus_canescens
Eucalyptus,Symphyomyrtus,Dumaria ,Rufispermae ,,argutifolia,,Eucalyptus_argutifolia
Eucalyptus,Symphyomyrtus,Dumaria ,Rufispermae ,,sp. Quobba (Nicolle 1179),,Eucalyptus_sp.Quobba(Nicolle1179)
Eucalyptus,Symphyomyrtus,Dumaria ,Rufispermae ,,obtusiflora,obtusiflora,Eucalyptus_obtusiflora
Eucalyptus,Symphyomyrtus,Dumaria ,Rufispermae ,,obtusiflora,dongarraensis,Eucalyptus_obtusiflora
Eucalyptus,Symphyomyrtus,Dumaria ,Rufispermae ,,wubinensis,,Eucalyptus_wubinensis
Eucalyptus,Symphyomyrtus,Dumaria ,Rufispermae ,,sp. North Balladonia (Nicolle & French 3620),,Eucalyptus_sp.NorthBalladonia(Nicolle&French3620)
Eucalyptus,Symphyomyrtus,Dumaria ,Rufispermae ,,sheathiana,,Eucalyptus_sheathiana
Eucalyptus,Symphyomyrtus,Dumaria ,Rufispermae ,,vittata,,Eucalyptus_vittata
Eucalyptus,Symphyomyrtus,Dumaria ,Rufispermae ,,assimilans,,Eucalyptus_assimilans
Eucalyptus,Symphyomyrtus,Dumaria ,Rufispermae ,,georgei ,georgei,Eucalyptus_georgei
Eucalyptus,Symphyomyrtus,Dumaria ,Rufispermae ,,georgei ,fulgida,Eucalyptus_georgei
Eucalyptus,Symphyomyrtus,Dumaria ,Rufispermae ,,woodwardii,,Eucalyptus_woodwardii
Eucalyptus,Symphyomyrtus,Dumaria ,Ovulares ,,cyclostoma,,Eucalyptus_cyclostoma
Eucalyptus,Symphyomyrtus,Dumaria ,Ovulares ,,exigua,,Eucalyptus_exigua
Eucalyptus,Symphyomyrtus,Dumaria ,Ovulares ,,cometae-vallis,,Eucalyptus_cometae-vallis
Eucalyptus,Symphyomyrtus,Dumaria ,Ovulares ,,cylindrocarpa,,Eucalyptus_cylindrocarpa
Eucalyptus,Symphyomyrtus,Dumaria ,Ovulares ,,oraria,,Eucalyptus_oraria
